threshold,mean_iou,mean_dice
0.3,0.9814496010991042,0.9904827571450313
0.35,0.9838720299593616,0.9917580032647771
0.4,0.9856265171886052,0.9926786423657584
0.45,0.9867631810103622,0.9932755434083586
0.5,0.987356419522175,0.9935904244841449
0.55,0.9875066020517081,0.9936757727388285
0.6,0.9872122391308791,0.9935325003709036
0.65,0.9864322414857254,0.9931400925532805
0.7,0.9851286080174771,0.9924789905264705
