dataset_version,split,method,n_sheets,mean_component_error,mean_iou,std_iou,min_iou,max_iou,mean_dice,std_dice,min_dice,max_dice,mean_boundary_f1,std_boundary_f1,min_boundary_f1,max_boundary_f1
asset_identity_v2,test,Visión clásica fija,12,0.0,0.9097808377053748,0.003684377222001337,0.905474697716077,0.9168111049262875,0.9527558486461927,0.0020171641336048977,0.9503927801312596,0.9566003687792117,0.8039353469875126,0.0059739159042350035,0.7949307529846655,0.8160491031980684
asset_identity_v2,test,Random Forest seleccionado,12,0.0,0.9879282919816634,0.008859515130791968,0.9695207505124008,0.9943351337556519,0.9939090774307807,0.004507873888814728,0.9845245349765066,0.997159521412191,0.94123274120461,0.046748823775009975,0.8407023341747354,0.9682716780573667
asset_identity_v2,test,SAM 2 operativo,12,0.0,0.9230782853903857,0.007181907871669617,0.9106167770551743,0.9340389578577794,0.9599874361780757,0.0038852466625665253,0.9532176080424711,0.9658946672846332,0.7375948627836054,0.017754237570040167,0.7132267012323661,0.7669414665576666
