method,n_images,n_measured_runs,mean_seconds,std_seconds,median_seconds,p25_seconds,p75_seconds,min_seconds,max_seconds
vision_clasica_fija,12,36,0.14415681388790189,0.02481573128669741,0.14082950000738492,0.12803317500220146,0.15452860000004875,0.10670060000848025,0.24213099999178667
sam2_operativo_hibrido,12,36,2.236706722221748,0.3076178906883321,2.200973150000209,2.1143236000061734,2.2904104000008374,1.8882964000076754,3.4344185999943875
random_forest_seleccionado,12,36,14.543782458334237,4.148844187514682,13.788524950003193,13.029938200001197,14.656091200002265,9.676899099998991,25.057170900006895
