method,n_images,n_measured_runs,mean_seconds,std_seconds,median_seconds,p25_seconds,p75_seconds,min_seconds,max_seconds
vision_clasica,4,20,0.13666608500061556,0.019826394017248596,0.13301570000476204,0.1247709749986825,0.1428078999997524,0.11105120000138413,0.17947830000775866
sam2_operativo_hibrido,4,20,2.1735883900008046,0.21609830562233742,2.143007300008321,1.9980458750032994,2.2963409750009305,1.8029325000097742,2.6531486000021687
random_forest_identity_v2,4,20,12.716253420002612,1.665248149261618,12.11903275000077,11.76809277499342,13.70882354999776,10.819857000009506,16.008055199999944
